rfc_id,discussion_title,discussion_result_comment_id,discussion_input_comment,project
69,RfC: Should the infobox use the original photograph of Cameron or a version modified by a Wikipedia editor?,2078,2079,wikipedia
70,RfC: Ministry of Defence housing sale,2119,2120,wikipedia
71,RfC on end of marriage,2129,2130,wikipedia
72,"RFC: Should the first sentence include the descriptor ""fraudster""?",2134,2135,wikipedia
73,Request for Comment on wording in lead and infobox,2142,2143,wikipedia
74,"RfC: ""Illegal aliens"" vs. a synonym",2154,2155,wikipedia
75,Request for Comment on Modern Taino Identity,2172,2173,wikipedia
76,RFC: should we include claims by Shamir that he was a paratrooper and worked for the BBC and Haaretz which originate from his personal website,2225,2226,wikipedia
77,Request for comment,2248,2249,wikipedia
78,RfC on Herbert Kersten,2260,2261,wikipedia
79,Request for Comment: Using well-established news outlets as references,2332,2333,wikipedia
80,RFC For addition of a serious injury or death warning,2354,2355,wikipedia
81,RfC Sex Differences in 5α-Reductase deficiency,2364,2365,wikipedia
82,Proposed improvement to infobox,2441,2442,wikipedia
83,Proposed improvement to infobox,2462,2463,wikipedia
84,RFC: [[Italian Social Movement]] political position,2483,2484,wikipedia
85,RFC on Battle of Vukovar,2538,2539,wikipedia
86,Request for Comment - Should the 'Best Place to Live in the U.S.' rankings be included?,2585,2586,wikipedia
87,RfC about references in the lead,2598,2599,wikipedia
88,RfC on capitalization of buildings,2602,2603,wikipedia
89,"RfC: Use of ""IBWM"" as an abbreviation for the International Bureau of Weights and Measures?",2671,2672,wikipedia
90,RfC: Body measurements,2688,2689,wikipedia
91,RfC on SENS controversy section,2701,2702,wikipedia
92,RfC about new infobox photo,2735,2736,wikipedia
93,RFC on ethnicity of Ahmed ibn Ibrahim al-Ghazi,2758,2759,wikipedia
94,RfC about whether this article should include Anglicanism under the Protestantism heading or as its own section,2780,2781,wikipedia
95,Downgrading POINT to an essay,2802,2803,wikipedia
96,Request For Comment about the service pattern table and extra content,2830,2831,wikipedia
97,Should we change <nowiki>[dubious – discuss]</nowiki> to <nowiki>[dubious? – discuss]</nowiki>,2845,2846,wikipedia
98,Request for Comment,2847,2848,wikipedia
99,RFC: Column name/position/content for binary computing units,2865,2866,wikipedia
100,RfC on main definition of the NAP,2947,2948,wikipedia
101,RfC on appropriate infobox image,2972,2973,wikipedia
102,RfC about the origin of the roti,2977,2978,wikipedia
103,Miguel or Miquel?,2986,2987,wikipedia
104,RFC SEP-29-2018,2995,2996,wikipedia
105,Proposed merge with [[Color Developing Agent 3]] and [[Color Developing Agent 4]],3007,3008,wikipedia
106,RfC on ethnicity,3023,3024,wikipedia
107,"RfC: Should ""rock and roll"" be linked in the infobox?",3034,3035,wikipedia
108,RFC,3057,3058,wikipedia
109,"RfC regarding the album description ""claimed to be""",3071,3072,wikipedia
110,RFC,3076,3077,wikipedia
111,"RfC about POV, unreliable sources and direct nexus content",3098,3099,wikipedia
112,RfC about heat of combustion being proportional to oxygen consumption,3119,3120,wikipedia
113,Bible Quote,3120,3121,wikipedia
114,RFC about listing singer in lead sentence,3155,3156,wikipedia
115,RfC on the nationality of Al-Biruni,3171,3172,wikipedia
116,RFC on lead section,3182,3183,wikipedia
117,RfC: Indian English or American?,3194,3195,wikipedia
118,Iran vs. Germany image RfC,3209,3210,wikipedia
119,Another RfC on whether succession boxes should appear in song and album articles,3250,3251,wikipedia
120,Another RfC on whether succession boxes should appear in song and album articles,3270,3271,wikipedia
121,Request for comment,3290,3291,wikipedia
122,RfC on including his daughter's deadname,3322,3323,wikipedia
123,Request for comment,3332,3333,wikipedia
124,Request for comment: merge proposal,3349,3350,wikipedia
125,Again that dinosaur thing in the lede...,3358,3359,wikipedia
126,RfC,3401,3402,wikipedia
127,RFC: Lead sentence,3416,3417,wikipedia
128,Infobox image RFC,3432,3433,wikipedia
129,Closed discussion,3461,3462,wikipedia
130,RfC about the use of Welsh,3469,3470,wikipedia
131,RfC: Globe and Mail infobox,3508,3509,wikipedia
132,RfC on discussion of the philosophy of sex in lead,3518,3519,wikipedia
133,RfC on Tom O'Carroll dispute,3529,3530,wikipedia
134,RfC on lead,3578,3579,wikipedia
135,RfC -- Course categories and professor names,3583,3584,wikipedia
136,RfC on UN DESA 2019 Eritrea population estimate,3605,3606,wikipedia
137,"RFC on page move to ""supraorganism""",3689,3690,wikipedia
138,RFC on Yuriko Sato citation,3702,3703,wikipedia
139,Rear vehicle RFC,3775,3776,wikipedia
140,Request for comment (RfC): Dec 2020 police harassment of Nazario,3787,3788,wikipedia
141,RfC: Rape allegation,3798,3799,wikipedia
142,A list of massacre victims,3857,3858,wikipedia
143,RFC on main flag used in the country data template,3864,3865,wikipedia
144,Inline link RfC,3892,3893,wikipedia
145,"RfC about including books in the ""Racial ideology"" section",3898,3899,wikipedia
146,RfC about exceptions to [[WP:INFOBOXPURPOSE]] and commanders/leaders in [[Template:Infobox military conflict]],3920,3921,wikipedia
147,Inline link RfC,3933,3934,wikipedia
148,RfC 24 July 2021: Inconsistent hyphenation,3939,3940,wikipedia
149,RfC on a graphical illustration of the Sarnath capital of Ashoka,3950,3951,wikipedia
150,Merger proposal,4130,4131,wikipedia
151,RfC about inclusion of [[Sayyid Mumtaz Ali]]'s opinion removed by an IP editor,4139,4140,wikipedia
152,"RfC about using the title ""Shahanshah""",4150,4151,wikipedia
153,RFC on usage of image2 parameter on infobox,4157,4158,wikipedia
154,RfC,4165,4166,wikipedia
155,RfC for Sexual Assault Investigations,4170,4171,wikipedia
156,Request for comment: Reliability of blog post by Israellycool as a source,4207,4208,wikipedia
157,RfC:Purpose New Section With Current White House Correspondents,4209,4210,wikipedia
158,RfC about description of Paul Stamets in the lede,4214,4215,wikipedia
159,"RfC on the focus of ""Mobile Launcher Platform""",4264,4265,wikipedia
160,RfC: Shall this article be deemed American English or British English only?,4270,4271,wikipedia
161,Proposal to change colour of nav bar,4312,4313,wikipedia
162,RfC: Should the caption for an image identify the subject by name?,4331,4332,wikipedia
163,RfC about the outdated audio justification,4402,4403,wikipedia
164,RfC,4407,4408,wikipedia
165,RfC: Should the infobox say that the glacier is disputed ?,4416,4417,wikipedia
166,RfC about three disputed paragraphs,4439,4440,wikipedia
167,RfC to tighten sourcing on [[Glenn Greenwald]],4489,4490,wikipedia
168,Infobox RfC,4497,4498,wikipedia
169,RfC on placement of family/personal life section,4505,4506,wikipedia
170,RfC on paragraphs related to McCarrick case,4518,4519,wikipedia
171,RFC: Intros of Elizabeth II's & Charles III's coronation pages,4528,4529,wikipedia
172,RfC Siemens Vickers Scandal revolving around Kongo,4547,4548,wikipedia
173,Proposed Edit,4555,4556,wikipedia
174,RfC on opening sentence,4586,4587,wikipedia
175,RfC on recent edits by Moist towelett,4606,4607,wikipedia
176,Request for comment 2017,4636,4637,wikipedia
177,"So, about the SH case..",4685,4686,wikipedia
178,RfC on countries classification,4717,4718,wikipedia
179,RfC: Pharma lobbyist,4723,4724,wikipedia
180,School of Thought album,4738,4739,wikipedia
181,Request for comment,4742,4743,wikipedia
182,RfC on the flag in the infobox,4787,4788,wikipedia
183,"Request for comment: on the notability of the CTMU in 2020 with sources published after 2006 and ""unredirect"" of this page to [[Christopher Langan]]",4804,4805,wikipedia
184,"Proposed merge of [[Monday Morning (newsletter)]] into [[National Institute of Technology, Rourkela]]",4841,4842,wikipedia
185,RfC: Multiple titles of the same name,4867,4868,wikipedia
186,RfC: Should the lede image be changed?,4872,4873,wikipedia
187,RfC: Splitting article?,4898,4899,wikipedia
188,RfC: Discussion of criticisms of RFA within the article and mentions of propaganda in lede,4909,4910,wikipedia
189,Study,4935,4936,wikipedia
190,RfC on image of a dead pigeon,4963,4964,wikipedia
191,Lead image for the article,4975,4976,wikipedia
192,RfC Split or Keep?,4984,4985,wikipedia
193,RfC about the map in the infobox of the Ghurid dynasty article,4995,4996,wikipedia
194,Request for comment,5014,5015,wikipedia
195,"RfC: ""Incendiary rhetoric"" in the lead",5022,5023,wikipedia
196,RfC on making an exception to MOS:FLAG for motorsports,5036,5037,wikipedia
197,RfC: Removing every image from horse slaughter article,5110,5111,wikipedia
198,RfC on podcast episode lists,5151,5152,wikipedia
199,RfC: On São Paulo content,5165,5166,wikipedia
200,"Should the name ""Istanbul"" be used for the Ottoman city instead of ""Constantinople""?",5206,5207,wikipedia
201,"RfC:Use of sources to establish a ""mountain dog"" type",5223,5224,wikipedia
202,= Rfc about [[Talk:Dan_Wagner#Edits_for_discussion| Edits for discussion]] =,5229,5230,wikipedia
203,RfC,5266,5267,wikipedia
204,"RfC for the article's title, part II",5279,5280,wikipedia
205,RfC on first sentence and scope,5318,5319,wikipedia
206,RfC,5370,5371,wikipedia
207,RFC: Which table should be used,5380,5381,wikipedia
208,Request for outside comments,5416,5417,wikipedia
209,"Remove ""suspected forced disappearance"" from the lead?",5436,5437,wikipedia
210,RfC: Slight tweak to the wording of the anonymous contributions and [[MediaWiki:Anontalkpagetext|talk page]] footers,5452,5453,wikipedia
211,Infobox redundancies,5462,5463,wikipedia
212,RfC about the history section,5478,5479,wikipedia
213,Request for Comment,5497,5498,wikipedia
214,RfC: Lede image,5508,5509,wikipedia
215,RfC: Filenames in non-Latin scripts,5543,5544,wikipedia
216,RfC Should this template be repurposed to match its name?,5551,5552,wikipedia
217,RFC: Should the citation notes in the article link to their corresponding citations in the bibliography,5606,5607,wikipedia
218,RfC about the use of Cohen's Serbia's Secret War,5631,5632,wikipedia
219,Mentioning the fact that Trump is a future US president,5676,5677,wikipedia
220,Marginalization of Christians (RfC),5684,5685,wikipedia
221,Merge,5708,5709,wikipedia
222,"""iPod Touch"" or ""iPod touch""?",5724,5725,wikipedia
223,Krivoy Rog,5726,5727,wikipedia
224,RfC about article 'anti-' Bias,5818,5819,wikipedia
225,Legitimacy of Mphoko as Vice-President,5826,5827,wikipedia
226,RfC: Can the lead mention anything about his 25 years as a commentator?,5833,5834,wikipedia
227,RfC about the names of relevant articles,5849,5850,wikipedia
228,RFC: Inclusion of the entire list,5860,5861,wikipedia
229,"""Criticism and controversy"" should be its own article",5870,5871,wikipedia
230,RfC: Eoin Ó Brion,5881,5882,wikipedia
231,RfC: Age format when the birth date or death date is unknown,5891,5892,wikipedia
232,RfC: Infobox image,5912,5913,wikipedia
233,Rfc: Second generation image,5921,5922,wikipedia
234,"RfC about the splitting of the article ""White Croats""",5927,5928,wikipedia
235,RfC: Proposed split,5972,5973,wikipedia
236,RfC: Proposal to fix a long term structural problem in Palestine Israel conflict articles,5979,5980,wikipedia
237,Request for comments on alphabetizing cast members,5996,5997,wikipedia
238,RfC on category inclusion/exclusion,6027,6028,wikipedia
239,RFC on Hungarian Romani,6087,6088,wikipedia
240,RfC about the examples of local names,6104,6105,wikipedia
241,Request for Comment,6122,6123,wikipedia
242,"RfC about wording for the ""big black cock"" link",6182,6183,wikipedia
243,Request for Comment: Addition to History Section,6199,6200,wikipedia
244,RfC on infobox image,6209,6210,wikipedia
245,"Should use ""the British monarch"" instead of ""His Britannic Majesty""",6234,6235,wikipedia
246,RfC: Is it relevant to include LGBT as a main theme?,6254,6255,wikipedia
247,Eclipse RfC,6292,6293,wikipedia
248,RFC on Regnal Number in Infobox,6309,6310,wikipedia
249,RfC: Birther views,6361,6362,wikipedia
250,RFC: redirect to XFDcloser?,6409,6410,wikipedia
251,External links,6418,6419,wikipedia
252,RFC: Lead image,6472,6473,wikipedia
253,RfC about the categorisation of this article,6505,6506,wikipedia
254,Merge into [[ocean]],6519,6520,wikipedia
255,RfC on chosen photo,6546,6547,wikipedia
256,RfC regarding Holocaust sidebar,6575,6576,wikipedia
257,RfC: Should this disambiguation page include an entry to [[Democratic Party (United States)]]?,6596,6597,wikipedia
258,RfC on [[Shemot Rabbah]],6613,6614,wikipedia
259,Request for comment about the status of the Public Broadcasting Service (PBS) as a TV network,6621,6622,wikipedia
260,Details of animal cruelty,6642,6643,wikipedia
261,"RFC for ""convicted felon"" phrase in opening sentence",6647,6648,wikipedia
262,Request for comment,6747,6748,wikipedia
263,Request for Comment - Father Martin's commentary on recent news items,6772,6773,wikipedia
264,Streaming radio network affiliation?,6788,6789,wikipedia
265,"RfC for ""Hiroshima of Caucasus""",6792,6793,wikipedia
266,RfC: Phrasing of the infamous sentence,6851,6852,wikipedia
267,Request for comment,6910,6911,wikipedia
268,Rfc on Accountability Software,6930,6931,wikipedia
269,RfC on Notability of Linda Haas,6977,6978,wikipedia
270,RFC on current events and past incidents being included as controversies.,6980,6981,wikipedia
271,RfC on including the list of recipients,6993,6994,wikipedia
272,RfC on lead,6999,7000,wikipedia
273,RFC: How should the UK and the other Commonwealth realms be presented?,7023,7024,wikipedia
274,"RfC: Comparing demonization of CO2 with ""Jews under Hitler""",7039,7040,wikipedia
275,RfC about replacing the current photo of the Mansfield police,7066,7067,wikipedia
276,RfC about replacing the current photo of the Mansfield police,7074,7075,wikipedia
277,RfC on the two incidents,7082,7083,wikipedia
278,RfC concerning polygamy,7112,7113,wikipedia
279,2022 revision proposal,7146,7147,wikipedia
280,Proposed merge of [[European Super League|The Super League]] into [[Proposals for a European Super League in association football]],7157,7158,wikipedia
281,Propose redirect to [[Race and crime in the United States]],7188,7189,wikipedia
282,RfC on Jimmy Wales' reserve powers over ArbCom,7211,7212,wikipedia
283,RfC about the list of debates,7246,7247,wikipedia
284,RfC for adding hatnotes to sections,7259,7260,wikipedia
285,Request for comment,7288,7289,wikipedia
286,RFC about placement of the year in the lead sentence,7291,7292,wikipedia
287,RfC on Bryce Loomis,7306,7307,wikipedia
288,RfC about the 'controversies' section,7316,7317,wikipedia
289,Request for Comment about [[sic]] usage,7324,7325,wikipedia
290,RfC on section links in the lead,7341,7342,wikipedia
291,RfC: Upgrade to essay at Wikipedia:Sum of all knowledge,7360,7361,wikipedia
292,RfC about the expansion of the article,7368,7369,wikipedia
293,Proposed merge of [[Yahoo! Korea]] into [[Yahoo!]],7382,7383,wikipedia
294,Lede with anti vaccine activist,7387,7388,wikipedia
295,Bio RfC about Singer-songwriter,7394,7395,wikipedia
296,RfC on place of death,7402,7403,wikipedia
297,!Vote about list format,7421,7422,wikipedia
298,RfC,7444,7445,wikipedia
299,RFC: Should an invocation at a county court be mentioned in the article?,7473,7474,wikipedia
300,RfC: Should misconduct be mentioned in the lead?,7493,7494,wikipedia
301,RFC: Periods in abbreviations for degrees,7520,7521,wikipedia
302,Lede rfc,7616,7617,wikipedia
303,Add facts about Oylmpic boycotts due to eating dogs and costs of games and low ticket sales (RfC),7654,7655,wikipedia
304,RfC on Caruso Controversy re Party on Yacht,7663,7664,wikipedia
305,RfC about the mention of the Cyprus crisis (1955–64) in this article,7674,7675,wikipedia
306,RfC: address of the church,7685,7686,wikipedia
307,Alicorn,7724,7725,wikipedia
308,RFC: Revisiting the birthplace infobox question,7736,7737,wikipedia
309,Reliable source?,7757,7758,wikipedia
310,Request for Comment Noah Oppenheim,7767,7768,wikipedia
311,Request for Comment: Academic historians,7852,7853,wikipedia
312,"Request for comments: Should this page have ever been moved from ""K. P. Yohannan"" ?",7893,7894,wikipedia
313,RfC regarding article titles of relocated professional sports teams in North America,7898,7899,wikipedia
314,"RFC about whether [[:Template:Nashville, Tennessee sports venues]] should be merged into this template",7949,7950,wikipedia
315,Request for comment,7952,7953,wikipedia
316,RFC:  Rolling Back to 6 September version,8068,8069,wikipedia
317,RfC about whether there should be an <del>infant</del> <ins>month-day</ins> and <del>super</del> <ins>year-day</ins> parameter,8082,8083,wikipedia
318,Discussion,8108,8109,wikipedia
319,RfC about including all persons titled Lord North in the disambiguation,8121,8122,wikipedia
320,Request for comments on adding [[Template:Historical]] to all Wikipedia as a press source YEAR pages,8131,8132,wikipedia
321,"American Football League related articles, should they be changed to AFL",8137,8138,wikipedia
322,"Proxy editing by [[WP:SLEEPER|sleepers]], [[WP:SOCKS|socks]] and [[WP:MEAT|meatpuppets]]",8173,8174,wikipedia
323,RfC #2 Israeli alleged role,8206,8207,wikipedia
324,RFC: Lede sentence,8237,8238,wikipedia
325,Request for Comment on the Creation of a page for Unbibium,8254,8255,wikipedia
326,"""Purported"" racism",8266,8267,wikipedia
327,RfC about Jordan Peterson controversy,8317,8318,wikipedia
328,RfC: Neo-fascism in the Infobox,8324,8325,wikipedia
329,[[WP:RFC|Request for Comment]]: Enhancing Pluralisation Section,8353,8354,wikipedia
330,Request for comment on list of sensor models,8361,8362,wikipedia
331,Merger Discussion,8399,8400,wikipedia
332,Proposed merge with [[The Ashokavadana Massacre]],8415,8416,wikipedia
333,"Koala bear ""inaccurate""",8430,8431,wikipedia
334,RfC about images,8527,8528,wikipedia
335,Refereeing nationality,8537,8538,wikipedia
336,RfC: Is Billboard magazine a reliable source?,8552,8553,wikipedia
337,RfC on the inclusion of Brian Regal's review of her book,8565,8566,wikipedia
338,RfC on the inclusion of Brian Regal's review of her book,8629,8630,wikipedia
339,RfC Unclear Presidency,8693,8694,wikipedia
340,"Request for comment 3 February 2020, ""partof"" - withdrawn",8716,8717,wikipedia
341,RFC about Königsberg's history as part of the Russian Empire in the Lede.,8737,8738,wikipedia
342,RfC: Glenn Beck promoted conspiracy theories,8750,8751,wikipedia
343,RFC about proposed guideline amendment,8786,8787,wikipedia
344,Inline link RfC,8812,8813,wikipedia
345,RfC: Description as conservative and anti-Muslim in the first line of the lede,8831,8832,wikipedia
346,RfC about infobox,8870,8871,wikipedia
347,RfC: Should the gallery be included?,8930,8931,wikipedia
348,Proposal for a newbie flag,8940,8941,wikipedia
349,RfC on Personal life,8969,8970,wikipedia
350,"RFC: Should the parameter ""influenced = "" be on this template?",8991,8992,wikipedia
351,Recent edits,9007,9008,wikipedia
352,Classification of Faith Healing,9190,9191,wikipedia
353,RfC: Should the results table include results from delayed elections,9208,9209,wikipedia
354,Request for Comment on subheading title wording,9229,9230,wikipedia
355,RfC on adding Limbaugh's controversial views and statements to the lead,9254,9255,wikipedia
356,Request for comments: aircraft image with swastika,9288,9289,wikipedia
357,Discussion,9300,9301,wikipedia
358,Infobox image RFC,9335,9336,wikipedia
359,"RFC: Las Vegas or Paradise, Nevada",9345,9346,wikipedia
360,RfC Congressmen's tenures in infobox,9406,9407,wikipedia
361,Propose simplifying inclusion criterion,9460,9461,wikipedia
362,RFC on call to action for missing heavily cited female scientists,9480,9481,wikipedia
363,RFC,9504,9505,wikipedia
364,RfC: Membership in Kokuchūkai and reference to it,9620,9621,wikipedia
365,Request for comment: songwriter in lead intro,9652,9653,wikipedia
366,Proposal to remove 'nonpartisan' from the info box,9675,9676,wikipedia
367,RFC: Adding Nazi Germany to Infobox,9700,9701,wikipedia
368,attack BLP,9740,9741,wikipedia
369,Common name people - removing (the) pulp?,9753,9754,wikipedia
370,Request for Comment,9808,9809,wikipedia
371,Request for comment - inclusion of article about Apparent use of Drowsing in Australia,9822,9823,wikipedia
372,RFC: Birthplace of Islam and Arabs,9839,9840,wikipedia
373,RfC about the inclusion of third party values in infobox,9850,9851,wikipedia
374,"RfC about the tables of colour values (RGB, HSV and Hexadecimal)",9896,9897,wikipedia
375,RfC - capitalization of The Weeknd's stage name,9994,9995,wikipedia
376,"RfC: Was the rejection of section ""Certification of the new particle as a Higgs boson"" justified?",10016,10017,wikipedia
377,RfC Proposal that the best way to present superlative based context specific lists is to use the article,10032,10033,wikipedia
378,RfC about the structure of the [[Billion]] article,10085,10086,wikipedia
379,An RfC,10101,10102,wikipedia
380,Proposal,10119,10120,wikipedia
381,"RfC about Deleted edits in January 5 and 6, 2018",10181,10182,wikipedia
382,Userpage drafts shown in search engines,10193,10194,wikipedia
383,"RfC about ""Conspiracy theories"" in lede",10218,10219,wikipedia
384,RfC: Religion infobox entries for individuals that have no religion,10244,10245,wikipedia
385,RfC on recent AAU campus climate survey,10577,10578,wikipedia
386,Rfc - What should be considered 'pimping',10596,10597,wikipedia
387,RfC about WP:NOTHERE,10605,10606,wikipedia
388,RfC: Should these two statements linking Jews and Bolsheviks appear in [[Blue Army (Poland)]]?,10794,10795,wikipedia
389,RfC,10877,10878,wikipedia
390,Request for comments,10881,10882,wikipedia
391,"RfC about the neutrality/balance of this article, and which type of English to use.?",10890,10891,wikipedia
392,Pronunciation in the lede,10906,10907,wikipedia
393,RfC: Is reference to views of Salah relevant to this section of the article?,10936,10937,wikipedia
394,Prefix suggestion: TP: for Template:,10945,10946,wikipedia
395,RfC: Studio Album Chronology,10963,10964,wikipedia
396,[[Wikipedia:Non-administrator Arbitrators RfC|Non-administrator Arbitrators RfC]],10975,10976,wikipedia
397,RfC county-level overall homicide section in article about state level firearms deaths,11365,11366,wikipedia
398,RfC Native American Ancestry Controversy section,11400,11401,wikipedia
399,RfC,11510,11511,wikipedia
400,RfC regarding infobox photo,11519,11520,wikipedia
401,Request for comment,11541,11542,wikipedia
402,RfC for removal of controversies related to predecessor companies,11553,11554,wikipedia
403,What should be the inclusion criteria for candidates in the infobox?,11561,11562,wikipedia
404,Infobox revert,11610,11611,wikipedia
405,Request for Comment,11635,11636,wikipedia
406,RFC on inclusion of [[Chris Sununu]] in [[List of minority governors and lieutenant governors in the United States]],11671,11672,wikipedia
407,Rosenberg resolution,11690,11691,wikipedia
408,Request for comment on the title of this article,11702,11703,wikipedia
409,Diva Dirt - Is It Reliable?,11749,11750,wikipedia
410,RfC: Responsibility for the war,11790,11791,wikipedia
411,RfC: Current title (again),11802,11803,wikipedia
412,RfC: format of boxing weight classes,11813,11814,wikipedia
413,RfC: How should the Transhumanist Party be described?,11845,11846,wikipedia
414,RfC about the neutrality of the abortion's lead,11891,11892,wikipedia
415,Past-tense RFC,11919,11920,wikipedia
416,Proposal to add a sentence about page moves,11924,11925,wikipedia
417,"RfC about ""Let's go Brandon""",11968,11969,wikipedia
418,RfC about naming higher-grossing films,12062,12063,wikipedia
419,RfC: What should be the topic of this article?,12072,12073,wikipedia
420,Jason's Song RFC,12118,12119,wikipedia
421,RfC: Disable Gather on enwiki,12158,12159,wikipedia
422,Should the article call Kosovo a state? RfC,12219,12220,wikipedia
423,Request for Comment: Disambiguation and inherently ambiguous titles,12234,12235,wikipedia
424,Succession to the Canadian throne.,12277,12278,wikipedia
425,RfC: Is MIT Professor and former UN weapons inspector's opinion on Higgins' weapons analysis admissible?,12361,12362,wikipedia
426,RfC: micronation promotional elements,12519,12520,wikipedia
427,Bert Kreischer,12549,12550,wikipedia
428,RFc for major restructuring,12564,12565,wikipedia
429,Can we identify Paul Singer as a Donors Trust account holder?,12569,12570,wikipedia
430,Merger proposal,12670,12671,wikipedia
431,RFC: Should these aspects of the Henry Neville authorship theory be included in the article,12676,12677,wikipedia
432,RfC: Inclusion of Palestine as a sub state of Israel,12701,12702,wikipedia
433,RfC: Lead - transparency,13066,13067,wikipedia
434,RfC on statement by article subject and its source,13105,13106,wikipedia
435,Rfc about the result section in the infobox,13137,13138,wikipedia
436,RfC: Place of birth in Infobox,13148,13149,wikipedia
437,"Should this article include both distinct uses of the term ""smartbond""?",13362,13363,wikipedia
438,RfC: Editinterface rights for template editors,13370,13371,wikipedia
439,RFC on weighting sexual assault research,13385,13386,wikipedia
440,Proposal for election of coordinators for the project,13444,13445,wikipedia
441,RfC: make this page a guideline,13466,13467,wikipedia
442,RfC: Should information on the John Miller incident be included in the article?,13477,13478,wikipedia
443,Request for comment on state-equivalents,13523,13524,wikipedia
444,Waiting period for images tagged with OTRS received,13545,13546,wikipedia
445,RfC on Dicks out for Harambe,13561,13562,wikipedia
446,RfC on far-right in first sentence/lead,13580,13581,wikipedia
447,New RfC on the mask image,13601,13602,wikipedia
448,RfC on redefining the scope of Pegasus (spyware) and Project Pegasus (investigation) articles,13618,13619,wikipedia
